id	split	content_class	path	width	height	format	bytes_manifest	bytes_actual	sha256	raw_url	png_v3_sdr_url
1020	train	1000-lilith-photos-general	1000-lilith-photos-general/1020_general_space-needle-sculpture-garden_seattle-center-seattle_s23u_iso50-f2p2_20230727-174418_4000x3000.jpg	4000	3000	jpg	3914613	3853094	dd3c0186266bc3b22c40ea80dc784c8eda707eed8071bb44dcf0a1358b84ed0d	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1020_general_space-needle-sculpture-garden_seattle-center-seattle_s23u_iso50-f2p2_20230727-174418_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1020_general_space-needle-sculpture-garden_seattle-center-seattle_s23u_iso50-f2p2_20230727-174418_4000x3000.sdr.png
1022	train	1000-lilith-photos-general	1000-lilith-photos-general/1022_general_thatched-roof-fence_azulik-city-arts-francisco-uh-may_s23u_iso50-f2p2_20230917-141034_4000x3000.jpg	4000	3000	jpg	6075729	6012827	dc35743f58ca0cdd0a11f8cf8aa510f7cc288bb3449b5ca1a97a12e35042993e	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1022_general_thatched-roof-fence_azulik-city-arts-francisco-uh-may_s23u_iso50-f2p2_20230917-141034_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1022_general_thatched-roof-fence_azulik-city-arts-francisco-uh-may_s23u_iso50-f2p2_20230917-141034_4000x3000.sdr.png
1024	train	1000-lilith-photos-general	1000-lilith-photos-general/1024_general_outdoor-dining-table_azulik-city-arts-francisco-uh-may_s23u_iso100-f2p2_20230917-152718_4000x3000.jpg	4000	3000	jpg	4464674	4407843	71d59851b104365f4fdb4db8e3a50e2c2c36dcac0762968d902e3d963a27f937	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1024_general_outdoor-dining-table_azulik-city-arts-francisco-uh-may_s23u_iso100-f2p2_20230917-152718_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1024_general_outdoor-dining-table_azulik-city-arts-francisco-uh-may_s23u_iso100-f2p2_20230917-152718_4000x3000.sdr.png
1026	train	1000-lilith-photos-general	1000-lilith-photos-general/1026_general_two-turtles-on-rock_hotel-zentik-project-valladolid_s23u_iso50-f4p9_20230918-105440_4000x3000.jpg	4000	3000	jpg	4433854	4371957	3e977ada8dcaa75d7c6e64b7a5325730e0cbc49089c192508e93c0db928783b4	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1026_general_two-turtles-on-rock_hotel-zentik-project-valladolid_s23u_iso50-f4p9_20230918-105440_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1026_general_two-turtles-on-rock_hotel-zentik-project-valladolid_s23u_iso50-f4p9_20230918-105440_4000x3000.sdr.png
1028	train	1000-lilith-photos-general	1000-lilith-photos-general/1028_general_hands-holding-small-turtle_hotel-zentik-project-valladolid_s23u_iso25-f1p7_20230918-105607_4000x2252.jpg	4000	2252	jpg	2066539	2026181	d9df29cf4501abf92b758ceb28732393080a901fd114c536e0b0b1657bbf8c57	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1028_general_hands-holding-small-turtle_hotel-zentik-project-valladolid_s23u_iso25-f1p7_20230918-105607_4000x2252.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1028_general_hands-holding-small-turtle_hotel-zentik-project-valladolid_s23u_iso25-f1p7_20230918-105607_4000x2252.sdr.png
1030	train	1000-lilith-photos-general	1000-lilith-photos-general/1030_general_wooden-figure-planter_hotel-zentik-project-valladolid_s23u_iso200-f2p4_20230918-105951_4000x3000.jpg	4000	3000	jpg	2559144	2518240	ee49d360bbb2f1077c051bdc8b51f7ceca6debcd7ab7566afb7b64a25c5b2e0e	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1030_general_wooden-figure-planter_hotel-zentik-project-valladolid_s23u_iso200-f2p4_20230918-105951_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1030_general_wooden-figure-planter_hotel-zentik-project-valladolid_s23u_iso200-f2p4_20230918-105951_4000x3000.sdr.png
1032	train	1000-lilith-photos-general	1000-lilith-photos-general/1032_general_colorful-wall-mural_hotel-zentik-project-valladolid_s23u_iso20-f1p7_20230918-110521_4000x3000.jpg	4000	3000	jpg	4991108	4927776	2faf23ae7bd838b88b4b7048e4f81ce45fea032e7c315ec8d44e35e69c144359	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1032_general_colorful-wall-mural_hotel-zentik-project-valladolid_s23u_iso20-f1p7_20230918-110521_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1032_general_colorful-wall-mural_hotel-zentik-project-valladolid_s23u_iso20-f1p7_20230918-110521_4000x3000.sdr.png
1034	train	1000-lilith-photos-general	1000-lilith-photos-general/1034_general_rainbow-painted-staircase_placa-pedro-infante-valladolid_s23u_iso50-f1p7_20230918-111645_2574x3432.jpg	2574	3432	jpg	1887128	1882333	e8a389057e22016618d1d7176d7a8296eb1b9865682025e1c117a70715d34042	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1034_general_rainbow-painted-staircase_placa-pedro-infante-valladolid_s23u_iso50-f1p7_20230918-111645_2574x3432.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1034_general_rainbow-painted-staircase_placa-pedro-infante-valladolid_s23u_iso50-f1p7_20230918-111645_2574x3432.sdr.png
1036	train	1000-lilith-photos-general	1000-lilith-photos-general/1036_general_stone-temple-carvings_ek-balam_s23u_iso16-f1p7_20230918-152107_4000x3000.jpg	4000	3000	jpg	5554871	5488276	1ac4de167ec6476a7d93c4b9ad6d939c7d23aa3861bb296445b4e201bf6a0f0c	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1036_general_stone-temple-carvings_ek-balam_s23u_iso16-f1p7_20230918-152107_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1036_general_stone-temple-carvings_ek-balam_s23u_iso16-f1p7_20230918-152107_4000x3000.sdr.png
1038	train	1000-lilith-photos-general	1000-lilith-photos-general/1038_general_stone-building-entrance_ek-balam_s23u_iso20-f1p7_20230918-152619_4000x3000.jpg	4000	3000	jpg	3616080	3562242	712b4142fd6598eafdf615ab3ab4eccd1ca58c0d21be64d6c661db68793ab80a	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1038_general_stone-building-entrance_ek-balam_s23u_iso20-f1p7_20230918-152619_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1038_general_stone-building-entrance_ek-balam_s23u_iso20-f1p7_20230918-152619_4000x3000.sdr.png
1040	train	1000-lilith-photos-general	1000-lilith-photos-general/1040_general_roller-coaster-ride_fuji-q-highland-fujikawaguchiko_s23u_iso50-f2p4_20231030-160417_4000x3000.jpg	4000	3000	jpg	3326330	3274773	21994e6d3c88b4cafb0fa35935095d594231c2093b5955f58decb9d27ad0e056	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1040_general_roller-coaster-ride_fuji-q-highland-fujikawaguchiko_s23u_iso50-f2p4_20231030-160417_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1040_general_roller-coaster-ride_fuji-q-highland-fujikawaguchiko_s23u_iso50-f2p4_20231030-160417_4000x3000.sdr.png
1042	train	1000-lilith-photos-general	1000-lilith-photos-general/1042_general_dragon-fountain-statue_monument-inochi-kyoto_s23u_iso100-f1p7_20231107-111520_4000x3000.heic	4000	3000	heic	5125861	5128844	f667ddaef238f8dc22f4665782a8df10a28ae4eb618cede8d65e3e26986b34b4	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1042_general_dragon-fountain-statue_monument-inochi-kyoto_s23u_iso100-f1p7_20231107-111520_4000x3000.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1042_general_dragon-fountain-statue_monument-inochi-kyoto_s23u_iso100-f1p7_20231107-111520_4000x3000.sdr.png
1044	train	1000-lilith-photos-general	1000-lilith-photos-general/1044_general_sticker-covered-wall-panel_gljufrabui-rangarthing-eystra_s23u_iso125-f1p7_20231206-150232_4000x3000.heic	4000	3000	heic	6586959	6588543	3fb4eedeeda5d673b750664a4cd25fe3924ba6a997a0cf09b42cdd5411679f8b	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1044_general_sticker-covered-wall-panel_gljufrabui-rangarthing-eystra_s23u_iso125-f1p7_20231206-150232_4000x3000.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1044_general_sticker-covered-wall-panel_gljufrabui-rangarthing-eystra_s23u_iso125-f1p7_20231206-150232_4000x3000.sdr.png
1046	train	1000-lilith-photos-general	1000-lilith-photos-general/1046_general_canal-night-cityscape_memorial-anchor-copenhagen_s23u_iso800-f2p4_20231213-173257_4000x3000.heic	4000	3000	heic	1593843	1596809	957e45045e23ae501f12679ec6a82767e9880eb8c15daa43866bdc6b34af0571	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1046_general_canal-night-cityscape_memorial-anchor-copenhagen_s23u_iso800-f2p4_20231213-173257_4000x3000.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1046_general_canal-night-cityscape_memorial-anchor-copenhagen_s23u_iso800-f2p4_20231213-173257_4000x3000.sdr.png
1048	train	1000-lilith-photos-general	1000-lilith-photos-general/1048_general_people-snowboarding-in-snow_colorado_s23u_iso12-f1p7_20240325-104900_4000x3000.jpg	4000	3000	jpg	1730317	1695744	42222a2932bbc3a68b0f5c50b8e06a19f8b2099466bc240191ac3f973d473ed6	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1048_general_people-snowboarding-in-snow_colorado_s23u_iso12-f1p7_20240325-104900_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1048_general_people-snowboarding-in-snow_colorado_s23u_iso12-f1p7_20240325-104900_4000x3000.sdr.png
1050	train	1000-lilith-photos-general	1000-lilith-photos-general/1050_general_riverside-walkway-and-river_louvre-palace-paris_s23u_iso50-f2p2_20240425-154625_4000x3000.jpg	4000	3000	jpg	3573639	3525259	9388c58a4a8dfdc7320bf5bd440776d6aedf86d8da36d877bd3b600feb4775af	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1050_general_riverside-walkway-and-river_louvre-palace-paris_s23u_iso50-f2p2_20240425-154625_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1050_general_riverside-walkway-and-river_louvre-palace-paris_s23u_iso50-f2p2_20240425-154625_4000x3000.sdr.png
1052	train	1000-lilith-photos-general	1000-lilith-photos-general/1052_general_framed-building-painting_museum-orsay-paris_s23u_iso500-f2p4_20240425-185701_4000x3000.jpg	4000	3000	jpg	4228901	4162744	b00ab38f712d2057d85ebd792cb7adfff13326b13ce21c318bdb662544dc2201	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1052_general_framed-building-painting_museum-orsay-paris_s23u_iso500-f2p4_20240425-185701_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1052_general_framed-building-painting_museum-orsay-paris_s23u_iso500-f2p4_20240425-185701_4000x3000.sdr.png
1054	train	1000-lilith-photos-general	1000-lilith-photos-general/1054_general_modern-art-museum-exterior-paris_s23u_iso10-f1p7_20240427-165529_4000x3000.jpg	4000	3000	jpg	3682859	3630102	d9c0aefe208a8aa4cc8a5547c4898808b396d988815a85a24db8a7648758b087	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1054_general_modern-art-museum-exterior-paris_s23u_iso10-f1p7_20240427-165529_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1054_general_modern-art-museum-exterior-paris_s23u_iso10-f1p7_20240427-165529_4000x3000.sdr.png
1056	train	1000-lilith-photos-general	1000-lilith-photos-general/1056_general_flower-bouquet-and-cards_colorado_s23u_iso80-f2p4_20240505-172513_4000x3000.jpg	4000	3000	jpg	3436249	3377524	3561afef1832d9432a49d360bf482ec71e7284edac9c0b58a1725efe84bac92f	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1056_general_flower-bouquet-and-cards_colorado_s23u_iso80-f2p4_20240505-172513_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1056_general_flower-bouquet-and-cards_colorado_s23u_iso80-f2p4_20240505-172513_4000x3000.sdr.png
1058	train	1000-lilith-photos-general	1000-lilith-photos-general/1058_general_balcony-building-facade_waikiki-beach-east-honolulu_s23u_iso25-f1p7_20241104-163816_4000x3000.jpg	4000	3000	jpg	3477185	3422345	e6376ee8e8fdafc2379b8c6e8c6326aea475c52b11c8264b5abd867b47a0aa9f	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1058_general_balcony-building-facade_waikiki-beach-east-honolulu_s23u_iso25-f1p7_20241104-163816_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1058_general_balcony-building-facade_waikiki-beach-east-honolulu_s23u_iso25-f1p7_20241104-163816_4000x3000.sdr.png
1060	train	1000-lilith-photos-general	1000-lilith-photos-general/1060_general_tiered-floral-cake_colorado_s23u_iso125-f1p7_20250202-141907_4000x3000.jpg	4000	3000	jpg	3314114	3250421	dea4d4464ef8e551d5934af5b4987d348254eb67044ebf58450d36ac05e1b0b6	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1060_general_tiered-floral-cake_colorado_s23u_iso125-f1p7_20250202-141907_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1060_general_tiered-floral-cake_colorado_s23u_iso125-f1p7_20250202-141907_4000x3000.sdr.png
1062	train	1000-lilith-photos-general	1000-lilith-photos-general/1062_general_boat-on-water_numazu-japan_s23u_iso50-f2p2_20250307-173047_4000x3000.jpg	4000	3000	jpg	2732516	2686464	718701cc17fee928329609d121ec5d47db35e5ea65d8b6311ec93b931fc44f7a	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1062_general_boat-on-water_numazu-japan_s23u_iso50-f2p2_20250307-173047_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1062_general_boat-on-water_numazu-japan_s23u_iso50-f2p2_20250307-173047_4000x3000.sdr.png
1064	train	1000-lilith-photos-general	1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_4000x3000.jpg	4000	3000	jpg	4313594	4195390	38b70db57869393c039d73007a06d779511ee99c880f8849c7f26a75ea592198	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_4000x3000.sdr.png
1066	train	1000-lilith-photos-general	1000-lilith-photos-general/1066_general_stone-building-facade_park-guell-barcelona_zfold7_iso80-f1p7_20260318-172109_4000x3000.jpg	4000	3000	jpg	5022234	4853621	74c36349af7c9e505795173c0b924276825194da886e8b59a221baaf959da970	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1066_general_stone-building-facade_park-guell-barcelona_zfold7_iso80-f1p7_20260318-172109_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1066_general_stone-building-facade_park-guell-barcelona_zfold7_iso80-f1p7_20260318-172109_4000x3000.sdr.png
1068	train	1000-lilith-photos-general	1000-lilith-photos-general/1068_general_glowing-blue-glass-sphere_house-eternal-return-meow-wolf-santa-fe_ip8plus_iso100-f1p8_img-7632_4032x3024.heic	4032	3024	heic	1428555	1431377	be0932a9a40ce259f38fb330ce1100f9d7a30483dc9a68920c41e9269063de9b	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1068_general_glowing-blue-glass-sphere_house-eternal-return-meow-wolf-santa-fe_ip8plus_iso100-f1p8_img-7632_4032x3024.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1068_general_glowing-blue-glass-sphere_house-eternal-return-meow-wolf-santa-fe_ip8plus_iso100-f1p8_img-7632_4032x3024.sdr.png
1070	train	1000-lilith-photos-general	1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.heic	4032	3024	heic	4422564	4425460	537ebf67eebbf41c7c81bba8acb0dda40b8e3912a00565edffab2ce40b5ffd88	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.heic	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.sdr.png
1200	train	1200-lilith-interiors	1200-lilith-interiors/1200_interiors_reflective-egg-sculptures_s23u_iso10-f1p7_20230704-121114_4000x3000.jpg	4000	3000	jpg	4844485	4780659	021cde631d0801fb9f7ac813e200f27d73bf0495f2b44af85a30ad1cdd453fe9	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1200_interiors_reflective-egg-sculptures_s23u_iso10-f1p7_20230704-121114_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1200_interiors_reflective-egg-sculptures_s23u_iso10-f1p7_20230704-121114_4000x3000.sdr.png
1202	train	1200-lilith-interiors	1200-lilith-interiors/1202_interiors_abstract-textured-pattern_seattle-center-seattle_s23u_iso1000-f1p7_20230727-164305_4000x3000.jpg	4000	3000	jpg	5159701	5095131	2d39c5da635cdcde822df8ed59b346bf646640e6e4dd8438c343c137096f3d0f	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1202_interiors_abstract-textured-pattern_seattle-center-seattle_s23u_iso1000-f1p7_20230727-164305_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1202_interiors_abstract-textured-pattern_seattle-center-seattle_s23u_iso1000-f1p7_20230727-164305_4000x3000.sdr.png
1204	train	1200-lilith-interiors	1200-lilith-interiors/1204_interiors_rustic-outdoor-dining-area_s23u_iso125-f2p2_20230915-124518_4000x3000.jpg	4000	3000	jpg	4864699	4805004	66ffca3a8cd20306711ba8b833ca943447e925c61f0fcbef34694d5047328a97	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1204_interiors_rustic-outdoor-dining-area_s23u_iso125-f2p2_20230915-124518_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1204_interiors_rustic-outdoor-dining-area_s23u_iso125-f2p2_20230915-124518_4000x3000.sdr.png
1206	train	1200-lilith-interiors	1200-lilith-interiors/1206_interiors_tree-like-sculpture-ceiling_azulik-city-arts-francisco-uh-may_s23u_iso80-f2p2_20230917-143302_4000x3000.jpg	4000	3000	jpg	4959090	4893708	f187d635b7e2d54a06794e7531ae63342c27e900d37f932cadbd4a34ade5f766	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1200-lilith-interiors/1206_interiors_tree-like-sculpture-ceiling_azulik-city-arts-francisco-uh-may_s23u_iso80-f2p2_20230917-143302_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1206_interiors_tree-like-sculpture-ceiling_azulik-city-arts-francisco-uh-may_s23u_iso80-f2p2_20230917-143302_4000x3000.sdr.png
